,gene_id,gene_type,gene_name
12150,ENSMUSG00000101803.1,processed_pseudogene,Gm28419
12153,ENSMUSG00000037529.13,protein_coding,Prss40
12193,ENSMUSG00000045815.4,antisense,1700101I19Rik
12198,ENSMUSG00000045174.10,protein_coding,Amer3
12208,ENSMUSG00000100524.1,processed_pseudogene,Gm28418
12211,ENSMUSG00000102499.1,processed_pseudogene,Gm36984
12214,ENSMUSG00000103521.1,processed_pseudogene,Gm29730
12217,ENSMUSG00000104098.1,processed_pseudogene,AA619741
12220,ENSMUSG00000037509.21,protein_coding,Arhgef4
12347,ENSMUSG00000102537.1,processed_pseudogene,Gm37224
12350,ENSMUSG00000102612.1,processed_pseudogene,Gm37845
12353,ENSMUSG00000118272.1,protein_coding,Arhgef4
12360,ENSMUSG00000104002.2,antisense,Gm38336
12363,ENSMUSG00000037503.12,protein_coding,Fam168b
12482,ENSMUSG00000104358.1,TEC,Gm37127
12485,ENSMUSG00000026123.11,protein_coding,Plekhb2
12540,ENSMUSG00000103716.1,processed_pseudogene,Gm19430
12543,ENSMUSG00000103548.1,processed_pseudogene,Gm37670
12546,ENSMUSG00000103760.1,processed_pseudogene,Gm8009
12549,ENSMUSG00000103997.1,processed_pseudogene,Gm38027
12552,ENSMUSG00000077231.1,snoRNA,Gm25096
12555,ENSMUSG00000104417.1,lincRNA,Gm37068
12561,ENSMUSG00000064601.1,snRNA,Gm25634
12564,ENSMUSG00000101714.1,lincRNA,Gm28415
12568,ENSMUSG00000102531.1,lincRNA,1110002O04Rik
12572,ENSMUSG00000103096.1,processed_pseudogene,Gm8022
12575,ENSMUSG00000102279.1,lincRNA,Gm37146
12580,ENSMUSG00000103708.1,lincRNA,Gm33222
12589,ENSMUSG00000104201.1,lincRNA,4930535G08Rik
12593,ENSMUSG00000102434.1,TEC,Gm38049
12596,ENSMUSG00000045216.7,protein_coding,Hs6st1
12608,ENSMUSG00000104523.1,antisense,Gm37335
12612,ENSMUSG00000102202.1,lincRNA,Gm33280
12618,ENSMUSG00000037470.14,protein_coding,Uggt1
12902,ENSMUSG00000098752.1,miRNA,Mir6897
12905,ENSMUSG00000047180.8,protein_coding,Neurl3
12932,ENSMUSG00000037447.16,protein_coding,Arid5a
13091,ENSMUSG00000102762.1,lincRNA,4930403P22Rik
13094,ENSMUSG00000010453.12,protein_coding,Kansl3
13334,ENSMUSG00000098680.1,miRNA,Mir6898
13337,ENSMUSG00000037432.15,protein_coding,Fer1l5
13504,ENSMUSG00000001143.13,protein_coding,Lman2l
13618,ENSMUSG00000037408.10,protein_coding,Cnnm4
13640,ENSMUSG00000104316.1,TEC,Gm37909
13643,ENSMUSG00000106081.1,miRNA,Gm47280
13646,ENSMUSG00000001138.13,protein_coding,Cnnm3
13702,ENSMUSG00000102845.1,antisense,Gm38033
13706,ENSMUSG00000067653.12,protein_coding,Ankrd23
13778,ENSMUSG00000109510.1,protein_coding,Gm42417
13809,ENSMUSG00000079610.9,protein_coding,Ankrd39
13858,ENSMUSG00000026121.13,protein_coding,Sema4c
14030,ENSMUSG00000087589.3,processed_transcript,D430040D24Rik
14037,ENSMUSG00000046337.17,protein_coding,Fam178b
14153,ENSMUSG00000089906.1,processed_pseudogene,Gm6428
14156,ENSMUSG00000077939.1,miRNA,Gm24133
14159,ENSMUSG00000061518.11,protein_coding,Cox5b
14206,ENSMUSG00000037351.9,protein_coding,Actr1b
14279,ENSMUSG00000102416.4,protein_coding,4933424G06Rik
14323,ENSMUSG00000104237.1,lincRNA,Gm33533
14327,ENSMUSG00000026117.10,protein_coding,Zap70
14376,ENSMUSG00000097291.1,transcribed_processed_pseudogene,Gm18828
14381,ENSMUSG00000026116.11,protein_coding,Tmem131
14625,ENSMUSG00000103016.1,TEC,Gm37506
14628,ENSMUSG00000102930.1,sense_intronic,Gm38115
14632,ENSMUSG00000103159.1,TEC,F830112A20Rik
14635,ENSMUSG00000080054.3,processed_pseudogene,Rpl12-ps1
14638,ENSMUSG00000095944.1,rRNA,n-R5s210
14641,ENSMUSG00000050122.18,protein_coding,Vwa3b
14827,ENSMUSG00000103603.1,antisense,Gm37020
14830,ENSMUSG00000026114.14,protein_coding,Cnga3
14897,ENSMUSG00000102231.1,TEC,1700074A21Rik
14900,ENSMUSG00000026113.17,protein_coding,Inpp4a
15373,ENSMUSG00000086064.1,antisense,4930439A04Rik
15381,ENSMUSG00000102879.1,TEC,Gm37135
15384,ENSMUSG00000026112.7,protein_coding,Coa5
15398,ENSMUSG00000026111.15,protein_coding,Unc50
15484,ENSMUSG00000026110.15,protein_coding,Mgat4a
15655,ENSMUSG00000103948.1,TEC,4930594C11Rik
15658,ENSMUSG00000087233.1,processed_pseudogene,Gm43213
15661,ENSMUSG00000026090.16,protein_coding,2010300C02Rik
15709,ENSMUSG00000089767.1,antisense,4930556I23Rik
15713,ENSMUSG00000104365.1,TEC,4930470B04Rik
15716,ENSMUSG00000102650.1,TEC,Gm19863
15719,ENSMUSG00000060771.14,protein_coding,Tsga10
15944,ENSMUSG00000097268.1,antisense,Gm26805
15948,ENSMUSG00000037216.5,protein_coding,Lipt1
15979,ENSMUSG00000026088.15,protein_coding,Mitd1
16032,ENSMUSG00000026087.11,protein_coding,Mrpl30
16106,ENSMUSG00000061584.6,protein_coding,Lyg2
16124,ENSMUSG00000087374.1,antisense,Gm15457
16132,ENSMUSG00000026085.11,protein_coding,Lyg1
16171,ENSMUSG00000089141.1,misc_RNA,Gm23409
16174,ENSMUSG00000058407.12,protein_coding,Txndc9
16262,ENSMUSG00000026083.12,protein_coding,Eif5b
16355,ENSMUSG00000026082.11,protein_coding,Rev1
16506,ENSMUSG00000103804.1,sense_intronic,Gm37062
16510,ENSMUSG00000102716.1,lincRNA,Gm5099
16518,ENSMUSG00000037138.17,protein_coding,Aff3
16660,ENSMUSG00000085391.1,antisense,Gm16150
16671,ENSMUSG00000085280.1,antisense,Gm16151
16676,ENSMUSG00000087131.7,antisense,Gm16152
16687,ENSMUSG00000102984.1,processed_pseudogene,Gm34727
16690,ENSMUSG00000102541.1,processed_pseudogene,Gm38135
16693,ENSMUSG00000103531.1,TEC,2610300A13Rik
16696,ENSMUSG00000048814.10,protein_coding,Lonrf2
16754,ENSMUSG00000026080.13,protein_coding,Chst10
16858,ENSMUSG00000103647.1,antisense,Gm37707
16862,ENSMUSG00000102447.1,processed_pseudogene,Gm6621
16865,ENSMUSG00000067604.8,protein_coding,Nms
16910,ENSMUSG00000026078.10,protein_coding,Pdcl3
16956,ENSMUSG00000103046.1,TEC,Gm37309
16959,ENSMUSG00000104188.1,lincRNA,Gm37821
16963,ENSMUSG00000103182.1,TEC,Gm37091
16966,ENSMUSG00000098833.1,miRNA,Mir6349
16969,ENSMUSG00000026077.15,protein_coding,Npas2
17029,ENSMUSG00000092553.1,processed_pseudogene,Gm20428
17032,ENSMUSG00000092563.1,processed_pseudogene,Gm3617
17035,ENSMUSG00000073702.11,protein_coding,Rpl31
17105,ENSMUSG00000003134.10,protein_coding,Tbc1d8
17247,ENSMUSG00000102607.1,TEC,Gm37265
17250,ENSMUSG00000065629.2,snoRNA,Gm24826
17253,ENSMUSG00000104827.1,snoRNA,Gm24826
17256,ENSMUSG00000003135.15,protein_coding,Cnot11
17316,ENSMUSG00000085894.1,processed_transcript,Gm15832
17321,ENSMUSG00000077704.1,snoRNA,Snord89
17324,ENSMUSG00000048234.13,protein_coding,Rnf149
17373,ENSMUSG00000064936.1,snoRNA,Gm23722
17376,ENSMUSG00000102471.1,processed_pseudogene,Gm5100
17379,ENSMUSG00000050967.5,protein_coding,Creg2
17393,ENSMUSG00000097083.1,antisense,D930019O06Rik
17397,ENSMUSG00000057173.8,protein_coding,Rfx8
17441,ENSMUSG00000091937.3,protein_coding,Gm3646
17451,ENSMUSG00000101634.6,lincRNA,1700066B17Rik
17467,ENSMUSG00000026074.15,protein_coding,Map4k4
18018,ENSMUSG00000102985.1,TEC,4930456G14Rik
18021,ENSMUSG00000026073.13,protein_coding,Il1r2
18084,ENSMUSG00000097899.2,antisense,Gm16894
18090,ENSMUSG00000102975.1,TEC,Gm37347
18093,ENSMUSG00000026072.12,protein_coding,Il1r1
18153,ENSMUSG00000103560.1,TEC,Gm38070
18156,ENSMUSG00000070942.8,protein_coding,Il1rl2
18225,ENSMUSG00000103230.1,processed_pseudogene,Gm17970
18228,ENSMUSG00000026069.15,protein_coding,Il1rl1
18332,ENSMUSG00000026070.15,protein_coding,Il18r1
18490,ENSMUSG00000026068.11,protein_coding,Il18rap
18543,ENSMUSG00000104441.1,antisense,Gm35801
18551,ENSMUSG00000026065.8,protein_coding,Slc9a4
18591,ENSMUSG00000102676.1,TEC,Gm37435
18594,ENSMUSG00000026062.12,protein_coding,Slc9a2
18638,ENSMUSG00000103679.1,antisense,Gm37623
18643,ENSMUSG00000103270.1,antisense,Gm37915
18648,ENSMUSG00000041945.12,protein_coding,Mfsd9
18690,ENSMUSG00000079588.3,protein_coding,Tmem182
18706,ENSMUSG00000094136.2,processed_pseudogene,Gm5973
18709,ENSMUSG00000104072.1,lincRNA,4930448I06Rik
18714,ENSMUSG00000100185.1,lincRNA,Gm28634
18717,ENSMUSG00000100832.1,lincRNA,Gm29260
18728,ENSMUSG00000100178.1,processed_pseudogene,Gm5267
18731,ENSMUSG00000101877.1,processed_pseudogene,Gm8176
18734,ENSMUSG00000053640.2,lincRNA,Gm9915
18739,ENSMUSG00000101919.1,lincRNA,Gm29664
18742,ENSMUSG00000101299.2,lincRNA,Gm28175
18753,ENSMUSG00000100180.1,lincRNA,Gm28140
18758,ENSMUSG00000103106.1,TEC,Gm37047
18763,ENSMUSG00000060424.14,lincRNA,Pantr1
18815,ENSMUSG00000104199.1,TEC,4930420N18Rik
18818,ENSMUSG00000093436.6,sense_overlapping,AC122898.1
18825,ENSMUSG00000045515.3,protein_coding,Pou3f3
18833,ENSMUSG00000097063.3,processed_transcript,Pantr2
18841,ENSMUSG00000099784.1,lincRNA,Dalir
18844,ENSMUSG00000060679.14,protein_coding,Mrps9
18925,ENSMUSG00000077448.1,snoRNA,Gm23126
18928,ENSMUSG00000041907.9,protein_coding,Gpr45
18954,ENSMUSG00000089088.1,miRNA,Gm24001
18957,ENSMUSG00000070939.9,protein_coding,Tgfbrap1
19061,ENSMUSG00000100269.1,antisense,Gm28782
19065,ENSMUSG00000041878.3,antisense,8430432A02Rik
19068,ENSMUSG00000010290.7,protein_coding,AI597479
19082,ENSMUSG00000008136.14,protein_coding,Fhl2
19126,ENSMUSG00000094497.1,processed_pseudogene,Gm8210
19129,ENSMUSG00000099576.1,lincRNA,Gm29040
19137,ENSMUSG00000099694.1,processed_pseudogene,Gm29610
19140,ENSMUSG00000101923.1,processed_pseudogene,Gm29041
19143,ENSMUSG00000066877.11,protein_coding,Nck2
19190,ENSMUSG00000103422.1,TEC,Gm37536
19193,ENSMUSG00000103945.1,TEC,Gm38228
19196,ENSMUSG00000026051.8,protein_coding,1500015O10Rik
19210,ENSMUSG00000100764.1,antisense,Gm29155
19216,ENSMUSG00000100635.1,lincRNA,Gm29157
19219,ENSMUSG00000100480.1,lincRNA,Gm29156
19222,ENSMUSG00000057363.12,protein_coding,Uxs1
19381,ENSMUSG00000090243.1,processed_pseudogene,Gm16103
19384,ENSMUSG00000100701.1,processed_pseudogene,Gm19587
19387,ENSMUSG00000101395.1,processed_pseudogene,Gm8241
19390,ENSMUSG00000088848.1,snoRNA,Gm26352
19393,ENSMUSG00000095757.1,miRNA,Gm24180
19396,ENSMUSG00000041763.14,protein_coding,Tpp2
19685,ENSMUSG00000047343.4,protein_coding,Mettl21c
19710,ENSMUSG00000090106.1,processed_pseudogene,Gm15838
19713,ENSMUSG00000091844.1,protein_coding,Gm8251
19719,ENSMUSG00000026049.11,protein_coding,Tex30
19915,ENSMUSG00000101104.6,processed_transcript,Gm29247
19930,ENSMUSG00000026047.13,protein_coding,Kdelc1
20008,ENSMUSG00000041684.11,protein_coding,Bivm
20085,ENSMUSG00000026048.16,protein_coding,Ercc5
20163,ENSMUSG00000046828.3,protein_coding,Mettl21e
20184,ENSMUSG00000089703.1,processed_pseudogene,Gm15833
20187,ENSMUSG00000100966.1,processed_pseudogene,Gm5700
20190,ENSMUSG00000100769.1,processed_transcript,Gm28893
20195,ENSMUSG00000101567.1,processed_pseudogene,Txn-ps1
20198,ENSMUSG00000056870.9,protein_coding,Gulp1
20323,ENSMUSG00000102319.1,TEC,Gm37626
20326,ENSMUSG00000089877.1,processed_pseudogene,Gm16102
20329,ENSMUSG00000101701.1,antisense,4930521E06Rik
20334,ENSMUSG00000103071.1,TEC,Gm38110
20337,ENSMUSG00000100434.1,processed_pseudogene,Gm3489
20340,ENSMUSG00000100013.1,processed_pseudogene,Gm19480
20343,ENSMUSG00000101251.1,processed_pseudogene,Gm3496
20346,ENSMUSG00000101937.1,processed_pseudogene,Gm5268
20349,ENSMUSG00000026043.18,protein_coding,Col3a1
20511,ENSMUSG00000105211.1,miRNA,Gm47302
20514,ENSMUSG00000026042.16,protein_coding,Col5a2
20658,ENSMUSG00000104476.1,TEC,Gm38211
20661,ENSMUSG00000100218.1,processed_pseudogene,Gm8296
20664,ENSMUSG00000100361.1,processed_pseudogene,Gm7063
20667,ENSMUSG00000100894.1,processed_pseudogene,Gm8304
20671,ENSMUSG00000095121.1,snRNA,Gm23216
20674,ENSMUSG00000065255.1,snoRNA,Gm23974
20677,ENSMUSG00000100843.1,processed_pseudogene,Gm8307
20680,ENSMUSG00000087764.1,ribozyme,Gm23984
20683,ENSMUSG00000025995.16,protein_coding,Wdr75
20812,ENSMUSG00000099850.1,processed_pseudogene,Gm28906
20816,ENSMUSG00000084817.3,processed_pseudogene,Gm5526
20819,ENSMUSG00000098549.1,protein_coding,Gm5269
20828,ENSMUSG00000099381.1,processed_pseudogene,Gm18303
20831,ENSMUSG00000025993.10,protein_coding,Slc40a1
20903,ENSMUSG00000099946.1,processed_pseudogene,Gm9496
20907,ENSMUSG00000070896.2,processed_pseudogene,Rpl23a-ps1
20910,ENSMUSG00000090682.4,processed_pseudogene,Gm3852
20913,ENSMUSG00000044457.8,transcribed_processed_pseudogene,Stk-ps2
20931,ENSMUSG00000099432.1,unprocessed_pseudogene,Gm18849
20936,ENSMUSG00000041144.10,protein_coding,Dnah7b
21103,ENSMUSG00000096047.1,rRNA,n-R5s211
21106,ENSMUSG00000101262.1,processed_pseudogene,Gm8326
21110,ENSMUSG00000101337.6,protein_coding,Dnah7c
21271,ENSMUSG00000025986.6,protein_coding,Slc39a10
21319,ENSMUSG00000100213.1,lincRNA,Gm28151
21322,ENSMUSG00000103129.1,TEC,Gm37393
21325,ENSMUSG00000100160.1,processed_pseudogene,Gm28527
21328,ENSMUSG00000101921.1,processed_pseudogene,Gm28825
21331,ENSMUSG00000101447.1,lincRNA,Gm28826
21336,ENSMUSG00000081185.1,processed_pseudogene,Gm4852
21339,ENSMUSG00000103246.1,TEC,Gm38090
21342,ENSMUSG00000098876.1,miRNA,Mir6350
21345,ENSMUSG00000100530.1,processed_pseudogene,Gm18117
21349,ENSMUSG00000104067.1,TEC,Gm37196
21352,ENSMUSG00000100033.1,processed_pseudogene,Gm8337
21355,ENSMUSG00000094968.1,miRNA,Gm22419
21358,ENSMUSG00000088017.1,misc_RNA,Gm23829
21361,ENSMUSG00000101996.1,processed_pseudogene,Gm19206
21364,ENSMUSG00000096973.1,processed_pseudogene,Gm5974
21367,ENSMUSG00000064943.1,snRNA,Gm23240
21370,ENSMUSG00000100866.1,processed_pseudogene,Gm28830
21373,ENSMUSG00000101721.1,processed_pseudogene,Gm8354
21377,ENSMUSG00000099376.1,processed_pseudogene,Gm19124
21381,ENSMUSG00000097883.1,processed_pseudogene,Gm8357
21384,ENSMUSG00000092790.1,miRNA,Gm22693
21387,ENSMUSG00000099698.1,processed_pseudogene,Gm28740
21390,ENSMUSG00000099454.1,processed_pseudogene,Gm8367
21394,ENSMUSG00000051616.14,lincRNA,C230029F24Rik
21406,ENSMUSG00000099627.1,processed_pseudogene,Gm6757
21409,ENSMUSG00000099577.1,processed_pseudogene,Gm3605
21412,ENSMUSG00000099882.1,processed_pseudogene,Gm28388
21415,ENSMUSG00000101760.1,processed_pseudogene,Gm8384
21419,ENSMUSG00000099608.1,lincRNA,4933411E06Rik
21422,ENSMUSG00000099864.1,processed_pseudogene,Gm8391
21425,ENSMUSG00000098249.1,misc_RNA,Gm27330
21428,ENSMUSG00000100451.1,lincRNA,Gm29665
21431,ENSMUSG00000099941.1,processed_pseudogene,Gm20118
21434,ENSMUSG00000084531.1,misc_RNA,Gm25843
21437,ENSMUSG00000100816.1,lincRNA,Gm28321
21440,ENSMUSG00000026109.14,protein_coding,Tmeff2
21499,ENSMUSG00000100671.1,lincRNA,Gm28322
21502,ENSMUSG00000092906.1,miRNA,Gm25736
21505,ENSMUSG00000101242.1,antisense,Gm28319
21509,ENSMUSG00000099924.1,sense_intronic,Gm28320
21512,ENSMUSG00000099625.1,lincRNA,Gm29325
21515,ENSMUSG00000101799.1,antisense,9330175M20Rik
21522,ENSMUSG00000045954.7,protein_coding,Cavin2
21532,ENSMUSG00000099741.1,processed_pseudogene,Gm5253
21535,ENSMUSG00000101702.1,lincRNA,1700072G22Rik
21539,ENSMUSG00000026107.11,protein_coding,Nabp1
21688,ENSMUSG00000099413.1,lincRNA,Gm17767
21697,ENSMUSG00000103424.1,TEC,Gm37535
21700,ENSMUSG00000101741.1,lincRNA,Gm28055
21707,ENSMUSG00000018417.14,protein_coding,Myo1b
22045,ENSMUSG00000101724.1,sense_intronic,Gm29453
22048,ENSMUSG00000100313.1,sense_intronic,Gm28323
22051,ENSMUSG00000100696.1,processed_pseudogene,Gm8419
22054,ENSMUSG00000099135.1,snoRNA,Gm27607
22057,ENSMUSG00000072324.4,processed_pseudogene,Gm8420
22060,ENSMUSG00000062939.11,protein_coding,Stat4
22178,ENSMUSG00000101628.1,processed_transcript,Gm28177
22214,ENSMUSG00000078291.1,processed_pseudogene,Gm3940
22217,ENSMUSG00000109599.1,lincRNA,Gm31812
22221,ENSMUSG00000026104.14,protein_coding,Stat1
22605,ENSMUSG00000099569.1,unprocessed_pseudogene,Gm18301
22608,ENSMUSG00000026103.14,protein_coding,Gls
22838,ENSMUSG00000099648.1,processed_pseudogene,Gm5975
22841,ENSMUSG00000065192.1,snRNA,Gm23460
22844,ENSMUSG00000002881.14,protein_coding,Nab1
22913,ENSMUSG00000097833.1,processed_pseudogene,Gm5976
22916,ENSMUSG00000101501.1,processed_pseudogene,Rps27a-ps1
22919,ENSMUSG00000100120.1,lincRNA,Gm553
22926,ENSMUSG00000099878.1,lincRNA,Gm28178
22934,ENSMUSG00000100007.1,processed_pseudogene,Gm5527
22937,ENSMUSG00000043015.15,protein_coding,Nemp2
23038,ENSMUSG00000103630.1,TEC,Gm37242
23041,ENSMUSG00000041439.15,protein_coding,Mfsd6
23106,ENSMUSG00000100302.1,sense_intronic,Gm29670
23109,ENSMUSG00000100230.1,processed_pseudogene,Gm28650
23112,ENSMUSG00000026102.9,protein_coding,Inpp1
23170,ENSMUSG00000041426.12,protein_coding,Hibch
23258,ENSMUSG00000089802.1,processed_pseudogene,Gm16107
23261,ENSMUSG00000043629.12,protein_coding,1700019D03Rik
23331,ENSMUSG00000026100.6,protein_coding,Mstn
23354,ENSMUSG00000089334.1,snoRNA,Gm24349
23357,ENSMUSG00000060715.9,protein_coding,1700019A02Rik
23406,ENSMUSG00000026098.13,protein_coding,Pms1
23507,ENSMUSG00000100763.1,antisense,Gm28777
23512,ENSMUSG00000026097.9,protein_coding,Ormdl1
23529,ENSMUSG00000100679.1,protein_coding,Gm28778
23543,ENSMUSG00000026096.14,protein_coding,Osgepl1
23639,ENSMUSG00000099913.1,protein_coding,Gm28551
23659,ENSMUSG00000101838.6,transcribed_unprocessed_pseudogene,Gm18800
23671,ENSMUSG00000026095.15,protein_coding,Asnsd1
23733,ENSMUSG00000117809.1,protein_coding,Asdurf
23746,ENSMUSG00000100267.1,processed_pseudogene,Gm28779
23749,ENSMUSG00000099450.1,processed_pseudogene,Gm6799
23752,ENSMUSG00000100069.1,unprocessed_pseudogene,Gm6801
23756,ENSMUSG00000096141.2,protein_coding,Dnah7a
23899,ENSMUSG00000092657.1,miRNA,Gm25240
23902,ENSMUSG00000026094.14,protein_coding,Stk17b
23941,ENSMUSG00000102405.1,TEC,Gm37863
23944,ENSMUSG00000042807.15,protein_coding,Hecw2
24107,ENSMUSG00000098443.1,miRNA,Mir7681
24110,ENSMUSG00000087949.1,snRNA,Gm24251
24113,ENSMUSG00000102868.1,TEC,Gm37633
24116,ENSMUSG00000094013.1,snRNA,Gm25829
24119,ENSMUSG00000025983.11,protein_coding,Ccdc150
24277,ENSMUSG00000041303.7,protein_coding,Gtf3c3
24326,ENSMUSG00000109809.1,lincRNA,Gm34066
24334,ENSMUSG00000073678.4,protein_coding,Pgap1
24411,ENSMUSG00000104136.1,TEC,Gm36955
24414,ENSMUSG00000101130.1,processed_pseudogene,Gm19637
24417,ENSMUSG00000052331.14,protein_coding,Ankrd44
24675,ENSMUSG00000101674.6,antisense,4930444A19Rik
24686,ENSMUSG00000102503.1,TEC,Gm37370
24689,ENSMUSG00000089245.1,miRNA,Gm24053
24692,ENSMUSG00000102642.1,TEC,A130048G24Rik
24695,ENSMUSG00000025982.13,protein_coding,Sf3b1
24801,ENSMUSG00000103030.1,TEC,E330011M16Rik
24804,ENSMUSG00000025981.13,protein_coding,Coq10b
24837,ENSMUSG00000101122.1,processed_pseudogene,Gm17971
24840,ENSMUSG00000025980.14,protein_coding,Hspd1
24892,ENSMUSG00000073676.4,protein_coding,Hspe1
24909,ENSMUSG00000100736.1,processed_pseudogene,Gm5147
24912,ENSMUSG00000089670.1,processed_pseudogene,Gm16581
24915,ENSMUSG00000025979.13,protein_coding,Mob4
25023,ENSMUSG00000061863.6,processed_pseudogene,Gm6822
25026,ENSMUSG00000025978.14,protein_coding,Rftn2
25094,ENSMUSG00000097649.2,antisense,Gm10561
25103,ENSMUSG00000046994.9,protein_coding,Mars2
25111,ENSMUSG00000025977.15,protein_coding,Boll
25231,ENSMUSG00000100215.1,processed_pseudogene,Gm8292
25234,ENSMUSG00000101945.1,processed_pseudogene,Gm29138
25237,ENSMUSG00000101085.1,processed_pseudogene,Gm8531
25240,ENSMUSG00000038349.10,protein_coding,Plcl1
25263,ENSMUSG00000102145.1,TEC,Gm38056
25266,ENSMUSG00000100309.1,processed_pseudogene,Gm6644
25269,ENSMUSG00000102831.1,TEC,Gm37382
25272,ENSMUSG00000099950.1,lincRNA,9130227L01Rik
25284,ENSMUSG00000102491.1,TEC,Gm36986
25287,ENSMUSG00000100372.1,lincRNA,1700003I22Rik
25294,ENSMUSG00000100944.1,processed_pseudogene,Gm28900
25297,ENSMUSG00000101332.1,lincRNA,Gm28240
25300,ENSMUSG00000045336.5,protein_coding,Hsfy2
25308,ENSMUSG00000038331.15,protein_coding,Satb2
25396,ENSMUSG00000087022.4,processed_transcript,9130024F11Rik
25415,ENSMUSG00000104310.1,TEC,Gm4081
25418,ENSMUSG00000094128.1,miRNA,Gm23943
25421,ENSMUSG00000099945.1,lincRNA,1700126A01Rik
25424,ENSMUSG00000101429.1,lincRNA,BC055402
25433,ENSMUSG00000101129.1,processed_pseudogene,Gm5254
25436,ENSMUSG00000097519.2,lincRNA,4930558J18Rik
25442,ENSMUSG00000038323.3,protein_coding,1700066M21Rik
25459,ENSMUSG00000048495.16,protein_coding,Tyw5
25572,ENSMUSG00000025971.6,protein_coding,Maip1
25590,ENSMUSG00000077776.1,snoRNA,Gm22371
25593,ENSMUSG00000088353.1,snRNA,Gm24014
25596,ENSMUSG00000101826.1,processed_pseudogene,Gm8581
25599,ENSMUSG00000102685.1,TEC,Gm37373
25602,ENSMUSG00000101151.1,processed_pseudogene,Gm17929
25606,ENSMUSG00000038305.15,protein_coding,Spats2l
25861,ENSMUSG00000091283.1,antisense,Gm17234
25865,ENSMUSG00000054770.16,protein_coding,Kctd18
25977,ENSMUSG00000026039.9,protein_coding,Sgo2a
26003,ENSMUSG00000063558.4,protein_coding,Aox1
26095,ENSMUSG00000064294.12,protein_coding,Aox3
26206,ENSMUSG00000089275.1,snoRNA,Gm24548
26209,ENSMUSG00000038242.12,protein_coding,Aox4
26324,ENSMUSG00000089822.1,antisense,Gm15759
26332,ENSMUSG00000079554.2,protein_coding,Aox2
26410,ENSMUSG00000103839.1,TEC,Gm37607
26413,ENSMUSG00000051223.14,protein_coding,Bzw1
26516,ENSMUSG00000026034.17,protein_coding,Clk1
26654,ENSMUSG00000026035.15,protein_coding,Ppil3
26770,ENSMUSG00000026036.17,protein_coding,Nif3l1
26859,ENSMUSG00000026037.14,protein_coding,Orc2
26962,ENSMUSG00000094245.1,snRNA,Gm23966
26965,ENSMUSG00000085054.2,lincRNA,Gm15834
26982,ENSMUSG00000038174.14,protein_coding,Fam126b
27130,ENSMUSG00000026032.8,protein_coding,Ndufb3
27142,ENSMUSG00000100202.1,processed_pseudogene,Gm29389
27145,ENSMUSG00000099490.1,processed_pseudogene,Gm18802
27149,ENSMUSG00000059647.5,processed_pseudogene,Cbx3-ps7
27152,ENSMUSG00000047528.13,protein_coding,Als2cr12
27299,ENSMUSG00000102059.1,transcribed_unprocessed_pseudogene,Gm20257
27305,ENSMUSG00000101046.1,processed_pseudogene,Gm28803
27309,ENSMUSG00000026031.15,protein_coding,Cflar
27445,ENSMUSG00000100236.1,processed_pseudogene,Gm3841
27448,ENSMUSG00000026029.14,protein_coding,Casp8
27545,ENSMUSG00000102719.1,TEC,Gm37760
27548,ENSMUSG00000099719.1,unprocessed_pseudogene,Gm28802
27562,ENSMUSG00000026028.12,protein_coding,Trak2
27651,ENSMUSG00000026027.13,protein_coding,Stradb
27782,ENSMUSG00000047383.8,lincRNA,C2cd6b
27786,ENSMUSG00000099752.1,antisense,Gm29018
27795,ENSMUSG00000072295.5,protein_coding,C2cd6
27833,ENSMUSG00000077616.1,snoRNA,Gm25502
27836,ENSMUSG00000038079.14,protein_coding,Tmem237
27979,ENSMUSG00000097573.2,antisense,G730003C15Rik
27984,ENSMUSG00000079550.9,protein_coding,Mpp4
28282,ENSMUSG00000101586.1,antisense,Gm29017
28286,ENSMUSG00000099563.1,processed_pseudogene,Gm19125
28289,ENSMUSG00000026024.14,protein_coding,Als2
28461,ENSMUSG00000026023.16,protein_coding,Cdk15
28537,ENSMUSG00000099922.1,lincRNA,Gm29016
28543,ENSMUSG00000104502.1,TEC,Gm37737
28546,ENSMUSG00000041075.8,protein_coding,Fzd7
28554,ENSMUSG00000097819.1,lincRNA,Gm26813
28558,ENSMUSG00000047361.16,protein_coding,Gm973
28670,ENSMUSG00000099811.6,antisense,Gm28411
28679,ENSMUSG00000101409.1,antisense,1700122D07Rik
28683,ENSMUSG00000026021.15,protein_coding,Sumo1
28721,ENSMUSG00000089276.1,misc_RNA,Gm24545
28724,ENSMUSG00000103821.1,TEC,D430013B06Rik
28727,ENSMUSG00000101400.1,processed_pseudogene,Gm29596
28730,ENSMUSG00000026020.9,protein_coding,Nop58
28941,ENSMUSG00000077345.1,snoRNA,Snord70
28944,ENSMUSG00000077358.1,snoRNA,Gm26293
28947,ENSMUSG00000089512.3,snoRNA,Gm26287
28950,ENSMUSG00000089093.3,snoRNA,Snord11
28953,ENSMUSG00000067336.6,protein_coding,Bmpr2
28990,ENSMUSG00000104052.1,TEC,Gm38125
28993,ENSMUSG00000103131.1,TEC,Gm37977
28996,ENSMUSG00000041040.12,protein_coding,Fam117b
29031,ENSMUSG00000103696.1,TEC,Gm37531
29034,ENSMUSG00000100901.1,processed_pseudogene,Gm18829
29039,ENSMUSG00000026018.12,protein_coding,Ica1l
