	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_type	gene_name	n_counts	DE
ENSMUSG00000087782.3	3.5020215562721035	0.19355494371454507	0.8449704578071436	0.22906711344306208	0.8188167535741958	0.9999986590898096	ENSMUSG00000087782.3	snRNA	Gm23169	20.6978	No
ENSMUSG00000103085.2	2.8318741457785754	0.22549316720386517	0.929789769555257	0.24252059399591427	0.8083768013713086	0.9999986590898096	ENSMUSG00000103085.2	TEC	Gm38120	15.871484	No
ENSMUSG00000102664.2	96.28311499836144	-0.06914813278770268	0.1808107016023476	-0.38243385029155197	0.7021395861809714	0.9999986590898096	ENSMUSG00000102664.2	TEC	Gm38380	579.0132	No
ENSMUSG00000101476.2	55.24601917406724	0.020860429471362806	0.23055073742826282	0.09048086206123564	0.9279051014293075	0.9999986590898096	ENSMUSG00000101476.2	lncRNA	Gm29570	332.84546	No
ENSMUSG00000101171.2	88.42842059865734	0.13727011120580027	0.18811297855966835	0.7297216399253335	0.4655603508254954	0.9999986590898096	ENSMUSG00000101171.2	processed_pseudogene	Gm7593	531.3461	No
ENSMUSG00000025935.11	2.1637695131247194	0.2772557482941605	1.0696240201400529	0.25920860327898915	0.7954742934492961		ENSMUSG00000025935.11	protein_coding	Tram1	13.04503	No
ENSMUSG00000120948.1	0.0						ENSMUSG00000120948.1	lncRNA	ENSMUSG00000120948	1.197994	No
ENSMUSG00000025937.7	0.6593454185320183	-1.4228700204204887	2.2106381681741976	-0.6436467264996426	0.5198045427769471		ENSMUSG00000025937.7	protein_coding	Lactb2	5.2531037	No
ENSMUSG00000102982.2	35.17082822595097	0.23370162034818767	0.27988504845229273	0.8349914425243863	0.4037225266041983	0.9999986590898096	ENSMUSG00000102982.2	TEC	Gm38319	210.03586	No
ENSMUSG00000077368.3	3.653423884216727	-0.2085429551139982	0.8230563929288479	-0.25337626547301045	0.7999774667807619	0.9999986590898096	ENSMUSG00000077368.3	snoRNA	Gm26273	22.611969	No
ENSMUSG00000097711.2	22.4289536370743	-0.18072109453778767	0.3422670968821723	-0.5280118836547181	0.5974910878902467	0.9999986590898096	ENSMUSG00000097711.2	processed_pseudogene	Gm5523	134.67711	No
ENSMUSG00000102166.2	50.12874294333775	0.1991440039145287	0.23836484893748852	0.835458771719963	0.40345945083677914	0.9999986590898096	ENSMUSG00000102166.2	TEC	Gm36947	300.99048	No
ENSMUSG00002075174.1	32.670633577012076	0.26186126837562185	0.29031196397588166	0.9019995758678984	0.3670570930392123	0.9999986590898096	ENSMUSG00002075174.1	misc_RNA	Gm55173	195.08286	No
ENSMUSG00000104209.2	31.105608031675292	-0.08331990294203619	0.2968681115334173	-0.2806630274692106	0.7789688691225429	0.9999986590898096	ENSMUSG00000104209.2	TEC	Gm37400	187.01501	No
ENSMUSG00000025932.15	17.657988531230696	0.21873478515449943	0.38271473287598873	0.5715347917514745	0.5676371833077922	0.9999986590898096	ENSMUSG00000025932.15	protein_coding	Eya1	105.120804	No
ENSMUSG00002075819.1	41.933654970657955	0.07777376764302323	0.25716388937904355	0.3024288045682399	0.7623251992942482	0.9999986590898096	ENSMUSG00002075819.1	miRNA	Gm55247	252.39105	No
ENSMUSG00000102588.2	151.34627859553228	0.11594207421136035	0.15365809667153113	0.7545458177788391	0.4505215442051931	0.9999986590898096	ENSMUSG00000102588.2	TEC	Gm37444	909.98474	No
ENSMUSG00000054493.3	20.288228958145826	0.007087740817843311	0.36162423275529026	0.01959973966302075	0.9843626715129513	0.9999986590898096	ENSMUSG00000054493.3	lncRNA	Gm9947	121.34347	No
ENSMUSG00000025930.7	2.995561445432065	0.05535322834718911	0.9017033370951291	0.061387405447019414	0.9510506824403174	0.9999986590898096	ENSMUSG00000025930.7	protein_coding	Msc	18.68751	No
ENSMUSG00000081201.2	8.490221405926711	0.1118719434710101	0.5420358621365368	0.2063921435567855	0.8364846072600638	0.9999986590898096	ENSMUSG00000081201.2	processed_pseudogene	Smt3h2-ps4	50.42533	No
ENSMUSG00000082193.2	43.76099697338199	0.0006007160617881732	0.25320699880307673	0.0023724307172700225	0.9981070759348136	0.9999986590898096	ENSMUSG00000082193.2	processed_pseudogene	Rpl5-ps1	262.146	No
ENSMUSG00000088159.3	40.81596740359171	0.20855198340614292	0.2595506174020041	0.803511798560386	0.42167898005952253	0.9999986590898096	ENSMUSG00000088159.3	snoRNA	Gm26345	244.93307	No
ENSMUSG00000073737.4	113.20326947147339	0.13994186833380676	0.17132831095595033	0.816805276098162	0.41403971659415895	0.9999986590898096	ENSMUSG00000073737.4	processed_pseudogene	Gm10566	679.8943	No
ENSMUSG00000092083.5	4.3284882226929815	0.2769570433217314	0.7589296804408291	0.3649311002843625	0.7151628382576196	0.9999986590898096	ENSMUSG00000092083.5	protein_coding	Kcnb2	25.822239	No
ENSMUSG00000102937.2	255.63306123081313	-0.0964957343476913	0.146811287310887	-0.657277353227973	0.5110025955316928	0.9999986590898096	ENSMUSG00000102937.2	TEC	Gm38116	1537.4634	No
ENSMUSG00000104149.2	7.280742269667436	-0.7534469719536842	0.6069119950832093	-1.2414435339185947	0.21444194543300432	0.9999986590898096	ENSMUSG00000104149.2	TEC	Gm37138	43.32086	No
ENSMUSG00000088829.3	8.49615614978302	0.11233375413953402	0.5469838991876915	0.20536939808714172	0.8372835274768439	0.9999986590898096	ENSMUSG00000088829.3	snoRNA	Gm25227	50.805832	No
ENSMUSG00000077377.3	14.78745422633761	-0.1719597566766227	0.41953857503613207	-0.4098782970357682	0.6818952266029281	0.9999986590898096	ENSMUSG00000077377.3	snoRNA	Gm25168	89.301956	No
ENSMUSG00000101652.2	77.12144123476689	0.2108767094219271	0.20126406998635007	1.047761328866245	0.29474858355688127	0.9999986590898096	ENSMUSG00000101652.2	processed_pseudogene	Gm6060	463.81686	No
ENSMUSG00000100814.2	1.9891585513113437	-0.43109703374297836	1.1161460049305008	-0.386237133707092	0.6993210546972959		ENSMUSG00000100814.2	processed_pseudogene	Gm28669	10.720281	No
ENSMUSG00000025925.15	1.4945448091188247	-0.2658341710090439	1.281501431259812	-0.20743962084202197	0.8356665425188041		ENSMUSG00000025925.15	protein_coding	Terf1	8.758715	No
ENSMUSG00000104379.2	10.328488222675627	0.14870352496619363	0.4960689818642074	0.2997638038310151	0.7643573266855199	0.9999986590898096	ENSMUSG00000104379.2	TEC	Gm37509	61.046043	No
ENSMUSG00000032719.5	14.303669370373399	-0.01176785022728506	0.42173478622928623	-0.027903437448214635	0.9777391668250955	0.9999986590898096	ENSMUSG00000032719.5	protein_coding	Sbspon	85.1764	No
ENSMUSG00002076565.1	40.2580729437528	0.03135313116588971	0.2613299636478052	0.1199752631816242	0.904502743516437	0.9999986590898096	ENSMUSG00002076565.1	misc_RNA	Gm55274	241.58496	No
ENSMUSG00000100652.2	24.064946198308732	-0.36517843051126625	0.33508395839289734	-1.089811736326339	0.27579608301005776	0.9999986590898096	ENSMUSG00000100652.2	processed_pseudogene	Gm7634	146.05411	No
ENSMUSG00000067795.14	6.822548614741867	-0.014372474538494526	0.6050214813996799	-0.02375531279524934	0.9810477852032122	0.9999986590898096	ENSMUSG00000067795.14	protein_coding	4930444P10Rik	40.46528	No
ENSMUSG00000025921.8	11.29584236795239	-0.28487417943119453	0.4757347247900672	-0.598808883578772	0.5493003376319583	0.9999986590898096	ENSMUSG00000025921.8	protein_coding	Rdh10	68.47478	No
ENSMUSG00000104165.2	38.460989463039176	0.11792897544138416	0.2673052757224672	0.4411771339815428	0.6590847657155854	0.9999986590898096	ENSMUSG00000104165.2	TEC	Gm38249	231.14879	No
ENSMUSG00000100868.2	134.5039347780171	0.09818266572452154	0.15986491966776883	0.6141601667743285	0.5391094926489193	0.9999986590898096	ENSMUSG00000100868.2	lncRNA	Gm28095	808.40295	No
ENSMUSG00000025920.20	0.34116863640822204	1.9184731734544553	2.9474269005663922	0.6508976263620964	0.5151125737973186		ENSMUSG00000025920.20	protein_coding	Stau2	2.787712	No
ENSMUSG00000025939.20	18.948363921125722	-0.09701364881690297	0.3711075120038938	-0.2614165590263909	0.7937712886423427	0.9999986590898096	ENSMUSG00000025939.20	protein_coding	Ube2w	115.315186	No
ENSMUSG00000102457.2	4786.714456026363	-0.015773428581648832	0.08714666810808246	-0.1809986419915223	0.8563686419440887	0.9999986590898096	ENSMUSG00000102457.2	TEC	Gm38342	28773.506	No
ENSMUSG00000079658.10	169.44239017952768	-0.055618210670548444	0.15180183441167464	-0.3663869470754631	0.7140763583493364	0.9999986590898096	ENSMUSG00000079658.10	protein_coding	Eloc	1019.8334	No
ENSMUSG00000100959.2	66.2692334529225	0.15684460361096045	0.21498773216543743	0.7295514122185601	0.46566443093737	0.9999986590898096	ENSMUSG00000100959.2	processed_pseudogene	Idi1-ps5	398.15125	No
ENSMUSG00000025940.7	0.5048559360617119	0.9556936729131863	2.3112325426092113	0.41349957448863134	0.6792406341139594		ENSMUSG00000025940.7	protein_coding	Tmem70	3.7115922	No
ENSMUSG00000025779.11	25.597492079551216	-0.16947536845493877	0.3230917196975374	-0.5245425930865492	0.5999012030844499	0.9999986590898096	ENSMUSG00000025779.11	protein_coding	Ly96	153.97119	No
ENSMUSG00000100093.2	57.00179653945461	0.3090384308599713	0.22917968540181713	1.3484547302617118	0.17751217105461592	0.9999986590898096	ENSMUSG00000100093.2	processed_pseudogene	Gm29649	342.92062	No
ENSMUSG00000091020.4	9.333181609481692	0.2620384119387093	0.5233112149011765	0.5007315044608653	0.6165600969671887	0.9999986590898096	ENSMUSG00000091020.4	processed_pseudogene	Gm5828	55.757385	No
ENSMUSG00000101640.2	66.02341024028503	-0.412751028854726	0.21230941354808522	-1.9441014034982649	0.051883224062201014	0.9999986590898096	ENSMUSG00000101640.2	lncRNA	Gm28376	397.36572	No
ENSMUSG00000104133.2	0.5009639700450746	0.9478594144077347	2.3153745439369606	0.40937627861971587	0.6822635451517496		ENSMUSG00000104133.2	TEC	4921511E07Rik	3.5965164	No
ENSMUSG00000042686.6	18.80985563854892	0.08077813849982483	0.37254822045221386	0.21682599477128925	0.8283439529392964	0.9999986590898096	ENSMUSG00000042686.6	protein_coding	Jph1	112.04657	No
ENSMUSG00000100110.2	2221.1129905788516	-0.0643218102691231	0.09588783447228691	-0.6708026166522003	0.5023462803208663	0.9999986590898096	ENSMUSG00000100110.2	lncRNA	Gm28783	13355.516	No
ENSMUSG00000025777.9	4.975789907713074	-0.528963006829822	0.712829483896959	-0.7420610661866012	0.45805033764996284	0.9999986590898096	ENSMUSG00000025777.9	protein_coding	Gdap1	29.89532	No
ENSMUSG00000099899.2	1.0053093127245905	1.0558592488047986	1.6228569479159465	0.6506175730157364	0.5152933836653759		ENSMUSG00000099899.2	lncRNA	Gm28784	5.556337	No
ENSMUSG00000100272.2	34.43875885487984	0.01345899071351969	0.2815459385902332	0.04780388870431598	0.9618725373636667	0.9999986590898096	ENSMUSG00000100272.2	processed_pseudogene	Gm28785	206.24104	No
ENSMUSG00000100398.2	3.9822090686393246	-0.4300805259824084	0.7915374364768909	-0.5433483069312347	0.5868900100112878	0.9999986590898096	ENSMUSG00000100398.2	processed_pseudogene	Gm5251	23.858965	No
ENSMUSG00000101589.2	454.1725475084642	0.0585564549112212	0.11476238639181363	0.51024082674006	0.6098827528550553	0.9999986590898096	ENSMUSG00000101589.2	processed_pseudogene	Rbm6-ps1	2728.207	No
ENSMUSG00000102048.2	16.121865872976144	-0.035050469074333825	0.4083264121688414	-0.08583933840615872	0.9315941343452929	0.9999986590898096	ENSMUSG00000102048.2	processed_pseudogene	Gm6075	98.10914	No
ENSMUSG00000089534.3	17.45318281062678	-0.1369704925971302	0.38566942758215594	-0.35514998805020015	0.7224772293062869	0.9999986590898096	ENSMUSG00000089534.3	snoRNA	Gm25166	104.601	No
ENSMUSG00000067780.4	90.92854694248467	-0.08783131257400037	0.19087007610803897	-0.460162820516113	0.6453993554728839	0.9999986590898096	ENSMUSG00000067780.4	protein_coding	Pi15	546.4855	No
ENSMUSG00000100053.2	35.61430561245507	0.08229546166555257	0.27713430771043	0.29695154795320694	0.7665035005536032	0.9999986590898096	ENSMUSG00000100053.2	lncRNA	Gm28154	214.18149	No
ENSMUSG00000025776.14	61.26374519665638	0.1180373568127815	0.21820181658125504	0.5409549684882031	0.5885386216606103	0.9999986590898096	ENSMUSG00000025776.14	protein_coding	Crispld1	367.0326	No
ENSMUSG00000099895.2	0.8357823786007409	0.6395094491027248	1.729738995623589	0.3697144197597135	0.7115952865154493		ENSMUSG00000099895.2	lncRNA	Gm28153	5.314538	No
ENSMUSG00000100554.2	0.3348184085556661	0.05536233830268038	2.7936128261770956	0.019817469974334513	0.9841889815958637		ENSMUSG00000100554.2	processed_pseudogene	Gm7690	3.6288888	No
ENSMUSG00000099473.2	82.05129534098437	0.04969143142882977	0.19282298077796647	0.257704923076824	0.796634646347685	0.9999986590898096	ENSMUSG00000099473.2	transcribed_unprocessed_pseudogene	Gm18775	493.87363	No
ENSMUSG00000099591.2	34.732611444749814	-0.12465512013291559	0.28084596194664163	-0.4438558392254862	0.6571468141013193	0.9999986590898096	ENSMUSG00000099591.2	processed_pseudogene	Gm17969	208.8325	No
ENSMUSG00000109887.2	79.24541035515102	0.1279534664242903	0.19495258290083206	0.6563312192143529	0.5116110346853342	0.9999986590898096	ENSMUSG00000109887.2	lncRNA	Gm28756	475.1087	No
ENSMUSG00000102001.2	64.90495468908107	0.08462160249539895	0.21221408772738612	0.39875581966125323	0.6900731335471154	0.9999986590898096	ENSMUSG00000102001.2	unprocessed_pseudogene	Gm28755	391.47552	No
ENSMUSG00000101717.3	0.9985204818106882	0.05535241102934575	1.5467040514720998	0.03578733176308889	0.9714519343860976		ENSMUSG00000101717.3	transcribed_unprocessed_pseudogene	Gm45784	6.3894815	No
ENSMUSG00000025774.15	13.812123297130126	0.08939145763416001	0.4308301479309722	0.2074865421174805	0.8356299018281528	0.9999986590898096	ENSMUSG00000025774.15	protein_coding	Crisp4	82.42471	No
ENSMUSG00000070977.5	107.81803462047704	0.04627576234132197	0.17421666923600929	0.26562189797483005	0.790530419116453	0.9999986590898096	ENSMUSG00000070977.5	unprocessed_pseudogene	Defb44-ps	647.681	No
ENSMUSG00000073735.2	91.7283990729121	0.09224217001753063	0.1918300153886368	0.4808536861692535	0.6306204910549684	0.9999986590898096	ENSMUSG00000073735.2	protein_coding	Defb18	551.5257	No
ENSMUSG00000067773.7	90.35815376303783	0.018274897530409083	0.18842723675063885	0.09698649646172834	0.922737118153694	0.9999986590898096	ENSMUSG00000067773.7	protein_coding	Defb41	544.1874	No
ENSMUSG00000101685.2	0.5044173330003656	0.9556953407939772	2.311644652105007	0.4134265791776047	0.6792941045014489		ENSMUSG00000101685.2	processed_pseudogene	Gm17837	3.2087178	No
ENSMUSG00000101306.2	56.158002067872836	0.23565548132922862	0.22654928479585587	1.0401952120112776	0.2982492155373002	0.9999986590898096	ENSMUSG00000101306.2	processed_pseudogene	Gm5252	336.96918	No
ENSMUSG00000088800.4	4.981701532504284	-0.33068384873154405	0.7144609522475863	-0.46284383728916545	0.6434763066295057	0.9999986590898096	ENSMUSG00000088800.4	snoRNA	Gm24075	29.570095	No
ENSMUSG00000101644.2	12.984855190109101	0.20288210336408255	0.4448634982825128	0.4560547317263626	0.6483506212994286	0.9999986590898096	ENSMUSG00000101644.2	processed_pseudogene	Gm28343	78.525055	No
ENSMUSG00000099433.2	61.89583761987782	0.024517941843158864	0.2177047582363139	0.11262014685294638	0.9103317117881804	0.9999986590898096	ENSMUSG00000099433.2	processed_pseudogene	Gm28344	372.08658	No
ENSMUSG00000089787.3	42.594754397124476	0.054842650591258826	0.25596896605136765	0.21425507723562492	0.8303481477238464	0.9999986590898096	ENSMUSG00000089787.3	lncRNA	Gm15825	255.75787	No
ENSMUSG00000100720.2	72.8628997304743	0.042017211528133286	0.20450622219428444	0.20545688574803467	0.8372151796934328	0.9999986590898096	ENSMUSG00000100720.2	processed_pseudogene	Gm10075	437.2849	No
ENSMUSG00000025927.14	54.75270316588635	0.04659470152905971	0.22845113827722843	0.20395915678264834	0.8383854161272288	0.9999986590898096	ENSMUSG00000025927.14	protein_coding	Tfap2b	327.7348	No
ENSMUSG00000100538.2	208.98433777661697	0.014046476985178209	0.13906718529603615	0.10100497076486509	0.9195465142592503	0.9999986590898096	ENSMUSG00000100538.2	lncRNA	Gm28340	1256.5874	No
ENSMUSG00000101117.2	1.9970409636213764	0.055352866393313584	1.1006750372788878	0.050289926198524605	0.9598913513424102		ENSMUSG00000101117.2	processed_pseudogene	Gm28341	12.99802	No
ENSMUSG00000100204.2	18.607976977143355	-0.1002355796629841	0.37476655640153683	-0.2674613781588038	0.789113947054257	0.9999986590898096	ENSMUSG00000100204.2	processed_pseudogene	Gm4849	111.39479	No
ENSMUSG00002076883.1	1.1667088211397698	0.46779534134930434	1.4750269300976733	0.31714359365515304	0.751134647918167		ENSMUSG00002076883.1	snoRNA	Gm55451	6.9667892	No
ENSMUSG00000043760.17	0.8357823786007409	0.6395094491027248	1.729738995623589	0.3697144197597135	0.7115952865154493		ENSMUSG00000043760.17	protein_coding	Pkhd1	4.943577	No
ENSMUSG00000090142.3	11.477928672863053	0.013089460749340417	0.4757203959886412	0.027515029541960095	0.9780489525450233	0.9999986590898096	ENSMUSG00000090142.3	processed_pseudogene	Gm15795	69.32708	No
ENSMUSG00000070175.3	10.64946338941993	-0.03423914660812586	0.48673579851216797	-0.07034441829178487	0.9439195293621627	0.9999986590898096	ENSMUSG00000070175.3	snRNA	Gm24162	64.25732	No
ENSMUSG00000099906.3	0.16767774594688545	1.0171552173071963	3.845692565827099	0.26449207779780887	0.7914007685320619		ENSMUSG00000099906.3	lncRNA	Lincmd1	1.4677407	No
ENSMUSG00000065480.3	0.3338692121121236	0.055362341780207	2.795538597069024	0.01980381949948805	0.9841998709619523		ENSMUSG00000065480.3	miRNA	Mir133b	3.2158601	No
ENSMUSG00000025929.5	24.61658676240256	-0.022742158364997482	0.32633071401609054	-0.06969052371783835	0.9444399844215279	0.9999986590898096	ENSMUSG00000025929.5	protein_coding	Il17a	146.72124	No
ENSMUSG00000041872.10	32.16364008717911	0.2497929053351888	0.2912452436991551	0.8576720504085384	0.3910735775297426	0.9999986590898096	ENSMUSG00000041872.10	protein_coding	Il17f	191.62564	No
ENSMUSG00000041859.11	8.13238465313071	-0.3593661032424347	0.557741116319693	-0.6443242083598669	0.5193652207139261	0.9999986590898096	ENSMUSG00000041859.11	protein_coding	Mcm3	48.61484	No
ENSMUSG00000099714.2	11.139530187261029	-0.0741619631745632	0.4751374872169211	-0.1560852704108043	0.8759658085691624	0.9999986590898096	ENSMUSG00000099714.2	processed_pseudogene	Gm20587	66.95691	No
ENSMUSG00000102121.2	486.7424994657886	0.11040937983755393	0.11259470631183363	0.9805912147572251	0.32679436837311737	0.9999986590898096	ENSMUSG00000102121.2	lncRNA	Gm28065	2923.366	No
ENSMUSG00000088858.3	14.61308686751884	-0.27419422975135144	0.4212871009196099	-0.6508488609141472	0.5151440556944351	0.9999986590898096	ENSMUSG00000088858.3	snoRNA	Gm24723	88.20007	No
ENSMUSG00000097934.2	27.257259672815294	-0.15624022965849993	0.31261468481302257	-0.4997853179928144	0.6172262497461807	0.9999986590898096	ENSMUSG00000097934.2	lncRNA	6720483E21Rik	162.42172	No
ENSMUSG00000025931.16	3.677460115187163	0.5872739378786426	0.8317519012356178	0.7060686449964365	0.48014544958777794	0.9999986590898096	ENSMUSG00000025931.16	protein_coding	Paqr8	21.295101	No
ENSMUSG00000077314.3	0.8240539049499005	-1.840602431080013	1.9540002763475743	-0.9419663105270768	0.34620988845787526		ENSMUSG00000077314.3	snoRNA	Gm24171	4.3273306	No
ENSMUSG00000041809.6	18.44747531229231	-0.023373825710620855	0.37833802270846645	-0.06178027136498484	0.9507378146411729	0.9999986590898096	ENSMUSG00000041809.6	protein_coding	Efhc1	110.99469	No
ENSMUSG00000041779.6	73.1818568405894	-0.03671629739388805	0.2040010618630622	-0.17998091313139458	0.8571675526176217	0.9999986590898096	ENSMUSG00000041779.6	protein_coding	Tram2	439.87405	No
ENSMUSG00000025933.16	4.846410822889413	0.7653209951409506	0.7350167633746691	1.041229306971376	0.2977691370834822	0.9999986590898096	ENSMUSG00000025933.16	protein_coding	Tmem14a	28.450508	No
